#Compiled by SeeTweet 2.1.7b.
#Search performed at 2013-10-13 14:56
#Search location: U.S. 4-location coverage points (Texas, KC, SD, SF)
#Search term: y'all
source,city,state,lat,long,uid,tid,center,incl
citystate,lincoln,ne,40.8000011,-96.6669599,290870987,389504888373530624,1,1
knowncity,oklahoma city,unk,35.48,-97.54,55272223,389504876461297664,1,1
citystate,lincoln,ne,40.8000011,-96.6669599,1244355842,389504872308948993,1,1
citystate,ada,ok,34.774531,-96.678345,161832886,389504799395172352,1,1
citystate,henrietta,tx,33.8173224,-98.1953221,240375380,389504757196275712,1,1
citystate,joplin,mo,37.0842271,-94.513281,250291575,389504561829801984,1,1
knowncity,la,unk,34.05,-118.25,44533330,389504502379724800,1,1
citystate,norman,ok,35.2225668,-97.4394777,27463113,389504395315904512,1,1
citystate,minneapolis,mn,44.9799654,-93.2638361,77555745,389504322662187009,1,1
knowncity,denver,unk,39.74,-104.98,69962362,389504275765657600,1,1
citystate,lawton,ok,34.6086854,-98.3903305,126422891,389504170190852096,1,1
citystate,memphis,tn,35.1495343,-90.0489801,421488190,389504154504556544,1,1
citystate,minneapolis,mn,44.9799654,-93.2638361,46153094,389504127489036288,1,1
geo,unk,unk,39.85029262,-104.67378616,207699727,389504066285731840,1,0
geo,unk,unk,44.73907068,-93.06810178,354413069,389503804724359168,1,0
citystate,columbia,mo,38.9517053,-92.3340724,29564034,389503778338004992,1,0
knowncity,denver,unk,39.74,-104.98,1289429352,389503597165019136,1,0
citystate,omaha,ne,41.2586096,-95.937792,271425733,389503569117712385,1,0
geo,unk,unk,35.5952552,-97.6319415,782070001,389503489962803200,1,0
citystate,pocatello,id,42.8713032,-112.4455344,846537944,389503461311516673,1,0
knowncity,denver colorado usa,unk,39.74,-104.98,552328709,389503320928161792,1,0
citystate,kennett,mo,36.2361763,-90.0556494,828027907,389502927955849217,1,0
citystate,memphis,tn,35.1495343,-90.0489801,62041272,389502879330885632,1,0
citystate,lincoln,ne,40.8000011,-96.6669599,704432106,389502850297909248,1,0
geo,unk,unk,35.89950831,-95.08841545,117305715,389502739425669120,1,0
knowncity,memphis,unk,35.11,-89.97,371598859,389502676557250562,1,0
citystate,denver,co,39.7391536,-104.9847034,422467201,389502636673609728,1,0
knowncity,memphis,unk,35.11,-89.97,370535739,389502607376777216,1,0
geo,unk,unk,35.48843911,-97.75698041,460758869,389502438291415040,1,0
citystate,salt lake city,ut,40.7607794,-111.8910474,365888674,389502378593890304,1,0
citystate,norman,ok,35.2225668,-97.4394777,286254213,389502329323417600,1,0
knowncity,salt lake city,unk,40.75,-111.88,39869152,389502232044920832,1,0
citystate,mcalester,ok,34.9334298,-95.7697131,298848253,389502127493496833,1,0
knowncity,la,unk,34.05,-118.25,96945434,389502052550062080,1,0
citystate,ada,ok,34.774531,-96.678345,592407131,389501942931525632,1,0
knowncity,memphis,unk,35.11,-89.97,34435124,389501753562902528,1,0
knowncity,la,unk,34.05,-118.25,96945434,389501750690193408,1,0
citystate,kennett,mo,36.2361763,-90.0556494,232430419,389501647824490496,1,0
citystate,columbia,mo,38.9517053,-92.3340724,438770955,389501589213310977,1,0
citystate,memphis,tn,35.1495343,-90.0489801,147043891,389501562692698112,1,0
geo,unk,unk,34.7163295,-92.3464037,38692775,389501451220684800,1,0
knowncity,la,unk,34.05,-118.25,16289119,389501223356751873,1,0
citystate,flagstaff,az,35.1980671,-111.6512725,1246646898,389501068054257664,1,0
citystate,little rock,ar,34.7464809,-92.2895948,342489817,389501043291074560,1,0
citystate,westminster,co,39.8366528,-105.0372046,1350208700,389500984822861824,1,0
knowncity,la,unk,34.05,-118.25,466736853,389500961535713281,1,0
citystate,wichita,ks,37.6922361,-97.3375448,1570574671,389500875661520898,1,0
knowncity,saint louis,unk,38.63,-90.2,336840959,389500809261899777,1,0
citystate,denver,co,39.7391536,-104.9847034,1879871234,389500760330760193,1,0
citystate,el reno,ok,35.5322741,-97.9550494,377325330,389500699899228160,1,0
citystate,minneapolis,mn,44.9799654,-93.2638361,69905262,389500531204296704,1,0
citystate,muskogee,ok,35.7478769,-95.3696909,1043146747,389500499407298560,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,131709941,389500486132305920,1,0
citystate,oklahoma city,ok,35.4675602,-97.5164276,317824394,389500483477319680,1,0
geo,unk,unk,39.03510091,-95.70401495,205738954,389500357237161984,1,0
citystate,wichita,ks,37.6922361,-97.3375448,1570574671,389500338455056384,1,0
knowncity,la,unk,34.05,-118.25,1353410702,389500316409794560,1,0
citystate,saint louis,mo,38.6272733,-90.1978889,321555128,389500312664297472,1,0
citystate,aurora,co,39.7294319,-104.8319195,320020547,389500237556899840,1,0
knowncity,colorado springs,unk,38.86,-104.79,790913984,389500143281528832,1,0
geo,unk,unk,35.91845476,-98.07426251,604661711,389500098683498496,1,0
citystate,albuquerque,nm,35.0844909,-106.6511367,351504057,389499542405525504,1,0
citystate,lincoln,ne,40.8000011,-96.6669599,632191808,389499535237472256,1,0
citystate,wichita falls,tx,33.9137085,-98.4933873,609487726,389499496750538752,1,0
citystate,memphis,tn,35.1495343,-90.0489801,39325082,389499471996129281,1,0
citystate,wichita,ks,37.6922361,-97.3375448,1570574671,389499358690811904,1,0
knowncity,la,unk,34.05,-118.25,377412413,389499308304658433,1,0
citystate,minneapolis,mn,44.9799654,-93.2638361,46562494,389499188658315264,1,0
geo,unk,unk,41.3136499,-105.57916184,826155296,389499082491711488,1,0
geo,unk,unk,35.09307115,-90.62410964,242120456,389499054008180737,1,0
citystate,oskaloosa,ia,41.296395,-92.6443593,531365410,389498911225704449,1,0
citystate,grandview,mo,38.8858407,-94.5330096,245471709,389498870121500672,1,0
citystate,maryville,mo,40.3461017,-94.8724707,903878257,389498808624631808,1,0
knowncity,la,unk,34.05,-118.25,251914205,389498446643593216,1,0
geo,unk,unk,44.9970429,-93.4377869,1043578374,389498212194586625,1,0
citystate,lincoln,ne,40.8000011,-96.6669599,632191808,389498158507511808,1,0
ut,unk,unk,36.059845,-94.194862,33615540,389498034414841856,1,0
citystate,duncan,ok,34.5023029,-97.9578129,768040074,389497972766957569,1,0
geo,unk,unk,38.85060161,-91.95461372,328220544,389497704490860544,1,0
citystate,albuquerque,nm,35.0844909,-106.6511367,582269731,389497614472724482,1,0
geo,unk,unk,35.32026099,-97.49724716,340059398,389497359672963072,1,0
citystate,little rock,ar,34.7464809,-92.2895948,26551892,389497182622982144,1,0
knowncity,oklahoma city,unk,35.48,-97.54,69989611,389497142353469441,1,0
knowncity,memphis,unk,35.11,-89.97,342831414,389496948065308672,1,0
citystate,memphis,tn,35.1495343,-90.0489801,557332674,389496805614190592,1,0
citystate,columbia,mo,38.9517053,-92.3340724,438770955,389496632430964736,1,0
citystate,conway,ar,35.0886963,-92.4421011,480973511,389496503615512576,1,0
citystate,clarksdale,ms,34.2001086,-90.5709323,34841165,389496469117349889,1,0
geo,unk,unk,34.78886892,-92.40998561,113529372,389496442856816640,1,0
citystate,mustang,ok,35.384226,-97.7244868,418409114,389496398887915520,1,0
citystate,hazelwood,mo,38.7714396,-90.3709489,209377600,389496346727956480,1,0
citystate,oskaloosa,ia,41.296395,-92.6443593,531365410,389496305237491713,1,0
geo,unk,unk,34.83199453,-95.3364358,460663889,389496240955613184,1,0
citystate,memphis,tn,35.1495343,-90.0489801,760953666,389496240209006592,1,0
geo,unk,unk,38.9647899,-94.46931129,159988116,389496144729890816,1,0
citystate,columbia,mo,38.9517053,-92.3340724,438770955,389496124274270208,1,0
citystate,memphis,tn,35.1495343,-90.0489801,760953666,389496007047659521,1,0
citystate,memphis,tn,35.1495343,-90.0489801,760953666,389495930212196352,1,0
geo,unk,unk,37.32815127,-95.28411839,49551258,389495833101496320,1,0
knowncity,st paul mn,unk,44.95,-93.2,887691673,389495650162708480,1,0
geo,unk,unk,35.18626466,-97.45095905,274887625,389495635855933440,1,0
citystate,columbia,mo,38.9517053,-92.3340724,438770955,389495562279460864,1,0
geo,unk,unk,38.91729451,-104.70191434,159268186,389495526753705984,1,0
geo,unk,unk,38.82674529,-90.307685,445907261,389495497397776384,1,0
citystate,saint paul,mn,44.9444101,-93.0932742,1541408881,389495407941677056,1,0
geo,unk,unk,39.024834,-94.56776566,519091454,389495030752088064,1,0
knowncity,la,unk,34.05,-118.25,988978411,389494968114753536,1,0
geo,unk,unk,35.66049457,-97.45482445,200989321,389494919540133889,1,0
citystate,aurora,co,39.7294319,-104.8319195,385577200,389494876754042880,1,0
citystate,tulsa,ok,36.1539816,-95.992775,80048709,389494857548316672,1,0
citystate,wichita,ks,37.6922361,-97.3375448,409642129,389494853140107264,1,0
citystate,florissant,mo,38.789217,-90.322614,22793462,389494730272169984,1,0
knowncity,la,unk,34.05,-118.25,40344972,389494554484670464,1,0
citystate,greeley,co,40.4233142,-104.7091322,30544238,389494549044662272,1,0
citystate,broken arrow,ok,36.0525993,-95.7908195,24410882,389494516664659969,1,0
citystate,oklahoma city,ok,35.4675602,-97.5164276,317824394,389494419675574273,1,0
knowncity,la,unk,34.05,-118.25,260539338,389494384149807104,1,0
citystate,junction city,ks,39.0286093,-96.8313978,101354909,389494295054393344,1,0
citystate,owasso,ok,36.2695388,-95.8547119,257722906,389494277249970176,1,0
citystate,minneapolis,mn,44.9799654,-93.2638361,277306637,389494199004831744,1,0
citystate,denver,co,39.7391536,-104.9847034,617302829,389494165504929792,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,103937832,389494143879102464,1,0
knowncity,la,unk,34.05,-118.25,585314953,389494101378207745,1,0
citystate,oklahoma city,ok,35.4675602,-97.5164276,38346094,389494037721255936,1,0
geo,unk,unk,33.87929421,-98.52629537,301672740,389493921895571456,1,0
knowncity,kansas city,unk,39.1,-94.58,282812122,389493861279490048,1,0
knowncity,denver,unk,39.74,-104.98,431133374,389493857890488321,1,0
citystate,wichita,ks,37.6922361,-97.3375448,555532780,389493768644075520,1,0
citystate,ames,ia,42.0347081,-93.6199402,280122566,389493732275286016,1,0
knowncity,kansas city,unk,39.1,-94.58,17150938,389493681683570688,1,0
citystate,richfield,mn,44.8832982,-93.2830021,636609415,389493640214499328,1,0
citystate,memphis,tn,35.1495343,-90.0489801,557332674,389493557272526848,1,0
citystate,cheyenne,wy,41.1399814,-104.8202462,610193091,389493458127175680,1,0
citystate,atchison,ks,39.5630521,-95.1216356,37666451,389493244695805954,1,0
knowncity,la,unk,34.05,-118.25,1223296963,389493223363596288,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,121930575,389493194217369600,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,401156079,389492949048119296,1,0
geo,unk,unk,39.0441035,-94.47668002,714538981,389492578707861504,1,0
geo,unk,unk,38.82466109,-104.70615422,327737692,389492353041702912,1,0
citystate,tulsa,ok,36.1539816,-95.992775,581278357,389492316957716480,1,0
citystate,fayetteville,ar,36.0625795,-94.1574263,380505232,389492045133262848,1,0
citystate,salt lake city,ut,40.7607794,-111.8910474,591738929,389491921024212992,1,0
citystate,aurora,co,39.7294319,-104.8319195,534465077,389491863532879872,1,0
knowncity,st louis,unk,38.63,-90.2,431902261,389491857857605632,1,0
knowncity,omaha,unk,41.25,-96,84765256,389491576252026880,1,0
citystate,alton,il,38.8906038,-90.1842764,40601389,389491504458129408,1,0
geo,unk,unk,39.1368553,-94.83578624,1034883104,389491482765176832,1,0
citystate,albuquerque,nm,35.0844909,-106.6511367,83036953,389491428511870976,1,0
knowncity,la,unk,34.05,-118.25,273746786,389491334106460160,1,0
geo,unk,unk,39.0471508,-94.6344266,429904271,389491275625279488,1,0
citystate,tulsa,ok,36.1539816,-95.992775,539563594,389491266238418944,1,0
knowncity,la,unk,34.05,-118.25,288566878,389491138786115585,1,0
knowncity,la,unk,34.05,-118.25,98248999,389491018581565440,1,0
citystate,republic,mo,37.1200526,-93.4801942,1034921196,389491016027615232,1,0
citystate,salt lake city,ut,40.7607794,-111.8910474,125857445,389490912323047425,1,0
knowncity,la,unk,34.05,-118.25,43768508,389490798959411200,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,336377297,389490792420896769,1,0
citystate,denver,co,39.7391536,-104.9847034,1094746057,389490691060936704,1,0
citystate,albuquerque,nm,35.0844909,-106.6511367,94223262,389490625432678400,1,0
geo,unk,unk,38.84438979,-94.4081419,526688395,389490610660335616,1,0
citystate,memphis,tn,35.1495343,-90.0489801,341594640,389490563961356288,1,0
knowncity,la,unk,34.05,-118.25,48929690,389490509875380224,1,0
knowncity,la,unk,34.05,-118.25,441360946,389490473997316097,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,960820753,389490092798013440,1,0
geo,unk,unk,44.85245541,-93.350336,809327767,389489823032950784,1,0
geo,unk,unk,36.13019364,-90.16268222,814277522,389489739100741632,1,0
knowncity,kansas city,unk,39.1,-94.58,116926796,389489705433055232,1,0
citystate,junction city,ks,39.0286093,-96.8313978,101354909,389489689620541440,1,0
geo,unk,unk,39.3618968,-101.05393595,385618757,389489482644213760,1,0
knowncity,la,unk,34.05,-118.25,96945434,389489454983155712,1,0
geo,unk,unk,36.08999219,-95.93714774,707377700,389489430425133056,1,0
citystate,lincoln,ne,40.8000011,-96.6669599,469533335,389489410099515392,1,0
geo,unk,unk,36.39856125,-94.2827714,310299576,389489401631236096,1,0
citystate,marshall,mo,39.1230777,-93.1968704,337404869,389489195183788032,1,0
citystate,greeley,co,40.4233142,-104.7091322,30544238,389489175411818497,1,0
geo,unk,unk,37.70711304,-97.38773229,168364762,389489076845293568,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,72224113,389489065218670593,1,0
geo,unk,unk,36.05353815,-94.16744424,318213833,389488994096259072,1,0
knowncity,la,unk,34.05,-118.25,1734238346,389488946402443264,1,0
citystate,colorado springs,co,38.8338816,-104.8213634,456137017,389488943432863744,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,181634028,389488930413740032,1,0
citystate,denver,co,39.7391536,-104.9847034,913622418,389488883332681728,1,0
citystate,stillwater,ok,36.1156071,-97.0583681,737635626,389488630537793536,1,0
citystate,denver,co,39.7391536,-104.9847034,120008687,389488457724096512,1,0
citystate,oklahoma city,ok,35.4675602,-97.5164276,38346094,389488386366398464,1,0
knowncity,denver,unk,39.74,-104.98,573060379,389488370268659713,1,0
knowncity,memphis,unk,35.11,-89.97,342422460,389488312680853504,1,0
citystate,kingfisher,ok,35.861432,-97.9317203,353340989,389488259857780736,1,0
citystate,inola,ok,36.1512098,-95.5094195,316051278,389488224520785920,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,181634028,389488195361976320,1,0
knowncity,la,unk,34.05,-118.25,422297220,389488190341398528,1,0
geo,unk,unk,34.66251762,-99.2802767,35622599,389488188462743552,1,0
citystate,mustang,ok,35.384226,-97.7244868,360333551,389488106497269760,1,0
knowncity,kansas city,unk,39.1,-94.58,116926796,389488043347832832,1,0
geo,unk,unk,34.25044442,-101.82588704,1658363714,389488015434731521,1,0
knowncity,la,unk,34.05,-118.25,98248999,389487926666461184,1,0
citystate,konawa,ok,34.9595263,-96.7527956,31560411,389487885281271808,1,0
citystate,oklahoma city,ok,35.4675602,-97.5164276,38346094,389487835314548736,1,0
citystate,albuquerque,nm,35.0844909,-106.6511367,40292392,389487792096813056,1,0
citystate,aurora,co,39.7294319,-104.8319195,226427095,389487708709466112,1,0
citystate,atchison,ks,39.5630521,-95.1216356,628538783,389487686622646272,1,0
citystate,memphis,tn,35.1495343,-90.0489801,251463040,389487605835780098,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,306992235,389487580233728000,1,0
citystate,edmond,ok,35.6528323,-97.4780954,1500516391,389487578975457280,1,0
geo,unk,unk,41.49848891,-95.64893411,207604560,389487199206383617,1,0
knowncity,la,unk,34.05,-118.25,301225403,389487169959510016,1,0
citystate,tulsa,ok,36.1539816,-95.992775,446145242,389487074287439873,1,0
knowncity,la,unk,34.05,-118.25,304791019,389487054083477504,1,0
knowncity,lincoln ne us,unk,40.81,-96.68,15421116,389487000321282048,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,37146510,389486956406919168,1,0
citystate,wichita,ks,37.6922361,-97.3375448,58114186,389486867847983104,1,0
citystate,boulder,co,40.0149856,-105.2705456,575860780,389486746448052226,1,0
citystate,blackfoot,id,43.1904709,-112.3449773,46536783,389486516113641472,1,0
knowncity,la,unk,34.05,-118.25,422968251,389486327622041600,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,122505282,389486213708517376,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,539548147,389486208906436608,1,0
citystate,meeker,ok,35.5034006,-96.9028014,1932631298,389486085941633024,1,0
citystate,little rock,ar,34.7464809,-92.2895948,163543227,389486080807804928,1,0
geo,unk,unk,38.97837647,-92.35119157,708169208,389486020116234240,1,0
geo,unk,unk,39.05626225,-94.61623561,291352207,389485943444361216,1,0
citystate,lawton,ok,34.6086854,-98.3903305,336057165,389485839837061120,1,0
citystate,wichita,ks,37.6922361,-97.3375448,193874114,389485831863300096,1,0
geo,unk,unk,44.3024415,-105.53363657,71172607,389485790285144065,1,0
citystate,taylorsville,ut,40.6677248,-111.9388258,1107621860,389485780315303936,1,0
citystate,minneapolis,mn,44.9799654,-93.2638361,395058432,389485771012313088,1,0
knowncity,kansas city,unk,39.1,-94.58,44389502,389485724862402560,1,0
knowncity,kansas city,unk,39.1,-94.58,292087044,389485710450757633,1,0
knowncity,kansas city,unk,39.1,-94.58,322324179,389485693195399168,1,0
citystate,albuquerque,nm,35.0844909,-106.6511367,250381295,389485672504913920,1,0
citystate,fayetteville,ar,36.0625795,-94.1574263,96873028,389485669493395456,1,0
citystate,columbia,mo,38.9517053,-92.3340724,271710946,389485660077576194,1,0
citystate,memphis,tn,35.1495343,-90.0489801,289621302,389485495866380289,1,0
geo,unk,unk,36.05134044,-96.00384561,491712114,389485491067711488,1,0
citystate,denver,co,39.7391536,-104.9847034,117618617,389485478077935616,1,0
citystate,memphis,tn,35.1495343,-90.0489801,256394750,389485462072463362,1,0
geo,unk,unk,36.26107838,-94.13935561,404356657,389485344086704128,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,34761605,389485294182862848,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,171101558,389485112863100928,1,0
citystate,denver,co,39.7391536,-104.9847034,103367761,389485047566180353,1,0
knowncity,kansas city,unk,39.1,-94.58,44389502,389485027253178369,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,15116934,389485026816966657,1,0
geo,unk,unk,38.88125343,-94.84953163,307154233,389485012896083968,1,0
geo,unk,unk,39.0573711,-94.61513871,291352207,389485009972645888,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,365779128,389485005165965312,1,0
citystate,columbia,mo,38.9517053,-92.3340724,271710946,389485002016428032,1,0
citystate,fayetteville,ar,36.0625795,-94.1574263,456824269,389484894146949120,1,0
citystate,denver,co,39.7391536,-104.9847034,116082126,389484873339002880,1,0
geo,unk,unk,36.051856,-95.9516325,80048709,389484811129090048,1,0
citystate,grandview,mo,38.8858407,-94.5330096,410868091,389484742288347137,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,1682909466,389484621991133184,1,0
knowncity,memphis,unk,35.11,-89.97,150912055,389484616874479616,1,0
knowncity,memphis,unk,35.11,-89.97,536511232,389484548041752576,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,171101558,389484511043403776,1,0
knowncity,memphis,unk,35.11,-89.97,249465144,389484481402658816,1,0
citystate,lincoln,ne,40.8000011,-96.6669599,334317918,389484336707551232,1,0
knowncity,kansas city,unk,39.1,-94.58,1906729256,389484242574397440,1,0
citystate,minneapolis,mn,44.9799654,-93.2638361,54697083,389484216712314881,1,0
geo,unk,unk,37.12931769,-93.448379,339388514,389484202690768896,1,0
citystate,star city,ar,33.9428794,-91.8434668,392369583,389484010428055552,1,0
geo,unk,unk,40.27997087,-111.69371339,427562826,389483992556130304,1,0
citystate,mounds,ok,35.876484,-96.0611074,1006630896,389483900952514560,1,0
citystate,rapid city,sd,44.0805434,-103.2310149,48521780,389483892534550528,1,0
knowncity,la,unk,34.05,-118.25,904657639,389483812675002368,1,0
geo,unk,unk,39.05706496,-94.61527343,291352207,389483791179210752,1,0
geo,unk,unk,40.00218666,-105.2341604,329968410,389483762372718592,1,0
knowncity,kansas city,unk,39.1,-94.58,861573439,389483721113337856,1,0
knowncity,kansas city,unk,39.1,-94.58,1895958133,389483668906848256,1,0
knowncity,kansas city,unk,39.1,-94.58,259980677,389483655237603328,1,0
citystate,shawnee,ok,35.3272928,-96.9253004,596142007,389483596957761536,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,171101558,389483595015782400,1,0
geo,unk,unk,39.01953987,-94.56870502,316535616,389483555027312640,1,0
citystate,overland park,ks,38.9822282,-94.6707917,260508069,389483240643248128,1,0
citystate,memphis,tn,35.1495343,-90.0489801,242143301,389483174130368513,1,0
knowncity,la,unk,34.05,-118.25,45420404,389483128307605504,1,0
citystate,lawton,ok,34.6086854,-98.3903305,336057165,389483070862008320,1,0
citystate,kansas city,ks,39.1141708,-94.627457,248743057,389482910299869184,1,0
geo,unk,unk,39.01851109,-104.80891936,495271051,389482824845103105,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,181634028,389482821896531969,1,0
citystate,atchison,ks,39.5630521,-95.1216356,37666451,389482776656764928,1,0
citystate,kansas city,mo,39.0997266,-94.5785667,217648468,389482519512350720,1,0
knowncity,memphis,unk,35.11,-89.97,218660626,389482494195535872,1,0
knowncity,la,unk,34.05,-118.25,307940935,389482475543465985,1,0
knowncity,la,unk,34.05,-118.25,334911480,389482423165005824,1,0
citystate,fayetteville,ar,36.0625795,-94.1574263,96873028,389482129656012800,1,0
citystate,hereford,tx,34.8150622,-102.3977036,67662385,389482008721645568,1,0
knowncity,la,unk,34.05,-118.25,98248999,389481947786797057,1,0
citystate,miami,mo,39.3214125,-93.2279823,136397724,389481827619971073,1,0
geo,unk,unk,40.35067322,-94.88020834,1057191318,389481678197886976,1,0
citystate,marshall,mn,44.4469033,-95.7883541,221374337,389481603837079552,1,0
citystate,omaha,ne,41.2586096,-95.937792,196288442,389481562888085504,1,0
knowncity,denver,unk,39.74,-104.98,199103048,389481555552243712,1,0
citystate,hot springs,ar,34.5037004,-93.0551795,454593122,389481525932068864,1,0
citystate,matherville,il,41.2597571,-90.6079133,159646757,389481479379513344,1,0
citystate,omaha,ne,41.2586096,-95.937792,354521571,389481430222262272,1,0
citystate,memphis,tn,35.1495343,-90.0489801,719328482,389481289721454593,1,0
citystate,flagstaff,az,35.1980671,-111.6512725,132970240,389481197082255360,1,0
citystate,minneapolis,mn,44.9799654,-93.2638361,1330708550,389480947705327616,1,0
geo,unk,unk,36.08103279,-94.21299742,414143362,389480918164856834,1,0
knowncity,kansas city,unk,39.1,-94.58,115228853,389480890251743232,1,0
citystate,denver,co,39.7391536,-104.9847034,566592652,389480764170969088,1,0
citystate,arkoma,ok,35.3545364,-94.4341043,1624315208,389480711008157696,1,0
citystate,memphis,tn,35.1495343,-90.0489801,289621302,389480633317478400,1,0
citystate,norman,ok,35.2225668,-97.4394777,23731846,389480407252475904,1,0
citystate,omaha,ne,41.2586096,-95.937792,512476658,389480340089098240,1,0
geo,unk,unk,39.60742013,-105.97745294,208526964,389480328139509760,1,0
geo,unk,unk,35.5055454,-97.59806715,235792441,389480304991141888,1,0
citystate,marianna,ar,34.7737082,-90.7576112,60275957,389480237341626369,1,0
citystate,orange city,ia,43.0072087,-96.0583523,346792409,389480120697618432,1,0
citystate,vici,ok,36.1497642,-99.2981612,611830242,389480075227197440,1,0
citystate,albuquerque,nm,35.0844909,-106.6511367,40292392,389480056277704704,1,0
citystate,vici,ok,36.1497642,-99.2981612,83045457,389480052368220160,1,0
citystate,wichita falls,tx,33.9137085,-98.4933873,542304864,389479841759645697,1,0
citystate,matherville,il,41.2597571,-90.6079133,159646757,389479685513428992,1,0
citystate,oklahoma city,ok,35.4675602,-97.5164276,44355966,389479666332884992,1,0
knowncity,st louis mo,unk,38.63,-90.2,58727984,389479658883776512,1,0
citystate,walters,ok,34.3598075,-98.3078258,1431644400,389479585491861504,1,0
geo,unk,unk,38.79582897,-97.60501483,272214709,389479477236862976,1,0
citystate,stillwater,ok,36.1156071,-97.0583681,481570061,389479475492044800,1,0
knowncity,oklahoma city,unk,35.48,-97.54,357759591,389479445272088576,1,0
citystate,norman,ok,35.2225668,-97.4394777,591266116,389479299117350912,1,0
citystate,marianna,ar,34.7737082,-90.7576112,60275957,389479297465192448,1,0
knowncity,denver,unk,39.74,-104.98,198415418,389479235678502913,1,0
geo,unk,unk,39.0334418,-95.8000168,516903964,389479223506653184,1,0
citystate,west des moines,ia,41.5772115,-93.711332,326516749,389479215361314816,1,0
knowncity,denver,unk,39.74,-104.98,198415418,389479070745899008,1,0
citystate,mustang,ok,35.384226,-97.7244868,186659459,389478971315728384,1,0
citystate,dewar,ok,35.4581596,-95.941386,299435297,389478878583869440,1,0
citystate,miami,tx,35.6914327,-100.6381933,391663916,389478756412170240,1,0
knowncity,tulsa,unk,36.13,-95.94,341285169,389478449158434816,1,0
citystate,columbia,mo,38.9517053,-92.3340724,27082559,389478448248262657,1,0
geo,unk,unk,33.95431375,-98.63468997,318752842,389478202222977024,1,0
citystate,iowa city,ia,41.6611277,-91.5301683,332082424,389478151023112192,1,0
citystate,topeka,ks,39.0483336,-95.6780371,264579381,389478105221324800,1,0
citystate,pleasant hill,mo,38.7875094,-94.2693911,846559477,389478077597618176,1,0
citystate,springfield,mo,37.215326,-93.2982436,59373468,389477967736213504,1,0
citystate,denver,co,39.7391536,-104.9847034,450274530,389477917723348992,1,0
knowncity,la,unk,34.05,-118.25,102589429,389477860747927552,1,0
geo,unk,unk,35.02128745,-90.79100808,1306526300,389477803084619776,1,0
knowncity,la,unk,34.05,-118.25,1223296963,389477699170746368,1,0
knowncity,st louis mo,unk,38.63,-90.2,223717189,389477674085007360,1,0
citystate,miami,mo,39.3214125,-93.2279823,136397724,389477645466886145,1,0
citystate,conway,ar,35.0886963,-92.4421011,444889700,389477591419465729,1,0
geo,unk,unk,36.09221114,-95.96543826,355381386,389477435583901696,1,0
geo,unk,unk,39.67099346,-104.87471179,309966945,389477281950744576,1,0
citystate,flagstaff,az,35.1980671,-111.6512725,16651282,389477249033850881,1,0
knowncity,st louis mo,unk,38.63,-90.2,223717189,389477185268232192,1,0
citystate,norman,ok,35.2225668,-97.4394777,274103990,389476981160415232,1,0
knowncity,oklahoma city,unk,35.48,-97.54,187708873,389476937585799168,1,0
citystate,earth,tx,34.2331373,-102.4107493,213554286,389476527613542400,1,0
citystate,lone jack,mo,38.8708419,-94.1738345,1072746828,389476482344443905,1,0
citystate,tulsa,ok,36.1539816,-95.992775,397669258,389476468801040384,1,0
citystate,tulsa,ok,36.1539816,-95.992775,563318960,389476168845365248,1,0
citystate,lawton,ok,34.6086854,-98.3903305,572297822,389476033985912832,1,0
knowncity,st louis park mn,unk,38.63,-90.2,1196034788,389475920072830976,1,0
citystate,wynne,ar,35.224533,-90.7867798,181803302,389475841484148736,1,0
citystate,little rock,ar,34.7464809,-92.2895948,62460434,389475825537384448,1,0
knowncity,minneapolis usa,unk,44.95,-93.2,122507513,389475784017993728,1,0
citystate,malvern,ar,34.3623149,-92.8129463,74899736,389475573208473600,1,0
citystate,fayetteville,ar,36.0625795,-94.1574263,324570183,389475549493489664,1,0
geo,unk,unk,36.39933049,-94.21795295,171201332,389475507793715200,1,0
geo,unk,unk,38.30767275,-104.74415383,1242631855,389475369398435840,1,0
citystate,wichita,ks,37.6922361,-97.3375448,193874114,389475178477936640,1,0
geo,unk,unk,39.16654454,-96.60672907,1368452330,389475147234967552,1,0
geo,unk,unk,38.55908019,-90.26882063,152359523,389475132814553088,1,0
