#Compiled by SeeTweet 2.1.7b.
#Search performed at 2013-10-14 15:28
#Search location: U.S. 4-location coverage points (Texas, KC, SD, SF)
#Search term: y'all
source,city,state,lat,long,uid,tid,center,incl
knowncity,chicago,unk,41.88,-87.62,239087537,389880147945332736,0,1
geo,unk,unk,35.95494698,-83.93044407,106610186,389880147052351488,0,1
citystate,jacksonville,fl,30.3321838,-81.655651,170198929,389880110603444224,0,1
geo,unk,unk,30.66471915,-88.2168286,52610201,389880108493705216,0,1
knowncity,baton rouge,unk,30.45,-91.14,1472561348,389880077179031552,0,1
citystate,dallas,tx,32.7830556,-96.8066667,24806620,389880070807887872,0,1
citystate,harlingen,tx,26.1906306,-97.6961026,27440732,389880059449708545,0,1
knowncity,houston,unk,29.76,-95.38,157597623,389880025547542528,0,1
knowncity,houston new orleans,unk,29.76,-95.38,37591702,389880008597962752,0,1
citystate,mckenzie,tn,36.1325617,-88.5186636,547695701,389880005192585216,0,1
citystate,brooklyn park,mn,45.0941315,-93.3563405,605952557,389880001157283841,0,1
citystate,irving,tx,32.8140177,-96.9488945,353330453,389879986892468224,0,1
knowncity,milwaukee,unk,43.05,-87.95,159935778,389879970278817792,0,1
citystate,greensboro,nc,36.0726355,-79.7919754,264568504,389879957700489217,0,1
citystate,houston,tx,29.7632836,-95.3632715,1717171422,389879943309430784,0,1
citystate,atlanta,ga,33.7489954,-84.3879824,52787820,389879942030585856,0,1
knowncity,new orleans,unk,29.97,-90.05,440638017,389879938498576384,0,1
citystate,spartanburg,sc,34.9495672,-81.9320482,1665700730,389879896446488576,0,1
knowncity,nashville,unk,36.17,-86.78,1357991689,389879875101683712,0,1
geo,unk,unk,29.81301501,-95.39983995,126211422,389879866155229184,0,1
geo,unk,unk,33.77782972,-84.58986514,50548028,389879863521210368,0,1
knowncity,indianapolis,unk,39.79,-86.14,232891829,389879856151814144,0,1
citystate,myrtle beach,sc,33.6890603,-78.8866943,42086357,389879855829254144,0,1
citystate,haughton,la,32.5326514,-93.5040627,403652321,389879853396537345,0,1
geo,unk,unk,32.73022468,-96.63985678,542900266,389879853023264768,0,1
knowncity,atlanta,unk,33.75,-84.39,292977816,389879852217552896,0,1
citystate,hilton head island,sc,32.216316,-80.752608,150446044,389879835008729088,0,1
citystate,swainsboro,ga,32.5973857,-82.3337376,213347233,389879817854021632,0,1
citystate,detroit,mi,42.331427,-83.0457538,451640140,389879808446197760,0,1
citystate,moss bluff,la,30.3027042,-93.1907097,1684310910,389879793367265280,0,1
citystate,aiken,sc,33.5604168,-81.7195533,283201255,389879786102730752,0,1
knowncity,chicago,unk,41.88,-87.62,359826292,389879760664272896,0,1
knowncity,new orleans,unk,29.97,-90.05,305947071,389879756587425793,0,1
geo,unk,unk,32.72101137,-97.26322856,239189614,389879754775879680,0,1
geo,unk,unk,34.12386704,-84.58277347,703945652,389879726648881152,0,1
citystate,louisville,ky,38.2542376,-85.759407,1925413423,389879725692559360,0,1
geo,unk,unk,39.81717177,-85.9844691,236987174,389879722244464640,0,1
geo,unk,unk,32.2533371,-96.15035837,981357241,389879707157540864,0,1
citystate,tampa,fl,27.9475216,-82.4584279,77124555,389879686194794496,0,1
citystate,tuscaloosa,al,33.2098407,-87.5691735,596058488,389879672781017088,0,1
citystate,shreveport,la,32.5251516,-93.7501789,400469231,389879669488496640,0,1
knowncity,virginia beach,unk,36.85,-75.98,30130460,389879632218316800,0,1
geo,unk,unk,36.07078262,-79.76929887,14835956,389879619912204288,0,1
knowncity,atl,unk,33.75,-84.39,161474349,389879618716848128,0,1
citystate,dallas,tx,32.7830556,-96.8066667,1317921440,389879615021281280,0,1
citystate,norfolk,va,36.8468146,-76.2852183,389881484,389879604842094592,0,1
geo,unk,unk,32.85154703,-96.57612179,26077081,389879604325801984,0,1
citystate,dallas,tx,32.7830556,-96.8066667,430248501,389879603088461825,0,1
geo,unk,unk,33.57381735,-83.18009303,424526895,389879600697704448,0,1
citystate,atlanta,ga,33.7489954,-84.3879824,81886469,389879579252629504,0,1
citystate,washington heights,ny,41.4700938,-74.4157117,242200783,389879558196830209,0,1
citystate,chicago,il,41.850033,-87.6500523,322284346,389879551917965312,0,1
ut,unk,unk,33.783314,-84.391098,76302593,389879545794686977,0,1
citystate,harrisonburg,va,38.4495688,-78.8689156,1909070736,389879529113526272,0,1
knowncity,jacksonville,unk,30.32,-81.66,229587698,389879526874177536,0,1
citystate,florence,al,34.79981,-87.677251,280793702,389879508993839106,0,1
ut,unk,unk,43.643786,-79.409799,68572551,389879505852329984,0,1
citystate,san marcos,tx,29.8832749,-97.9413941,747769080,389879503205330944,0,1
citystate,columbus,oh,39.9611755,-82.9987942,495319163,389879497912102912,0,1
citystate,jacksonville,fl,30.3321838,-81.655651,170198929,389879489309573120,0,1
citystate,columbia,ky,37.102841,-85.3063504,436272874,389879487388995584,0,1
citystate,south bend,in,41.6833813,-86.2500066,393651450,389879486444879873,0,1
knowncity,atlanta,unk,33.75,-84.39,120577742,389879485270855680,0,1
citystate,harrisonburg,va,38.4495688,-78.8689156,378180121,389879483312115712,0,1
citystate,albany,ny,42.6525793,-73.7562317,173919516,389879455612960768,0,1
citystate,tuscaloosa,al,33.2098407,-87.5691735,146866796,389879441683259392,0,1
citystate,surry,va,37.1379265,-76.8352384,549713635,389879434473635840,0,1
knowncity,atlanta,unk,33.75,-84.39,109626450,389879396473249793,0,1
citystate,columbia,sc,34.0007104,-81.0348144,443141311,389879375048740864,0,1
knowncity,nyc,unk,40.72,-74,26578540,389879372871897088,0,1
geo,unk,unk,32.62933727,-96.78672663,275240963,389879368060641280,0,1
citystate,trenton,nj,40.2170534,-74.7429385,108649525,389879364290367488,0,1
citystate,alexandria,la,31.3112936,-92.4451371,355592853,389879360229871616,0,1
geo,unk,unk,29.75578224,-95.76766988,547353337,389879354148126720,0,1
geo,unk,unk,35.18968556,-80.8341488,27462951,389879341972484096,0,1
geo,unk,unk,32.50929242,-92.15998703,1049236034,389879326130184192,0,1
geo,unk,unk,32.28542633,-81.58849429,833844583,389879324058202112,0,1
ut,unk,unk,36.851908,-76.285025,32470866,389879301577117696,0,1
knowncity,philly,unk,39.95,-75.17,349637387,389879299437641728,0,1
knowncity,atlanta,unk,33.75,-84.39,32608555,389879297789288448,0,1
citystate,new orleans,la,29.9546482,-90.075072,29480836,389879291154292736,0,1
citystate,columbus,ga,32.4609764,-84.9877094,322931507,389879283000160256,0,1
citystate,tuscumbia,al,34.7312005,-87.70253,127106682,389879274850643968,0,1
citystate,houston,tx,29.7632836,-95.3632715,22978686,389879261995081728,0,1
citystate,detroit,mi,42.331427,-83.0457538,314667362,389879256970711040,0,1
citystate,front royal,va,38.9181671,-78.1944446,54319364,389879245562200065,0,1
citystate,houston,tx,29.7632836,-95.3632715,22978686,389879242160603136,0,1
geo,unk,unk,27.06481532,-82.23799441,335524669,389879241896378368,0,1
citystate,providence,ri,41.8239891,-71.4128343,292596370,389879232329179136,0,1
citystate,buffalo,ny,42.8864468,-78.8783689,169842870,389879230332669952,0,1
citystate,jacksonville,fl,30.3321838,-81.655651,170198929,389879226918137856,0,1
citystate,dayton,oh,39.7589478,-84.1916069,66621956,389879206160900096,0,1
citystate,lutz,fl,28.1511243,-82.4614831,40460140,389879179975483392,0,1
citystate,amityville,ny,40.6789893,-73.4170673,1072293212,389879168911294464,0,1
knowncity,miami,unk,25.78,-80.22,720873181,389879167195840514,0,1
geo,unk,unk,33.75923932,-84.38072938,742918525,389879162921824256,0,1
geo,unk,unk,43.5932497,-83.8749743,172579400,389879160300380160,0,1
knowncity,houston,unk,29.76,-95.38,31328813,389879157187813376,0,1
citystate,murphy,tx,33.0151205,-96.6130487,573213640,389879147343790080,0,1
citystate,coppell,tx,32.9545687,-97.0150078,15095765,389879137831116801,0,1
citystate,lansing,mi,42.732535,-84.5555347,28448705,389879135918903296,0,1
knowncity,houston,unk,29.76,-95.38,332050699,389879124879110144,0,1
citystate,ruston,la,32.5232053,-92.637927,1126261860,389879123260088320,0,1
knowncity,chicago il us,unk,41.88,-87.62,179135427,389879122152783872,0,1
citystate,nashville,tn,36.1658899,-86.7844432,318652295,389879118583435265,0,1
citystate,milwaukee,wi,43.0389025,-87.9064736,107298980,389879117656506369,0,1
citystate,lewisville,tx,30.0688308,-96.1141262,87064717,389879117023150080,0,1
citystate,pineville,la,31.3224044,-92.4343035,447289717,389879106063458304,0,1
geo,unk,unk,38.99337206,-76.94495673,295967751,389879090087751681,0,1
geo,unk,unk,39.85692339,-83.11538218,326831336,389879084131422209,0,1
citystate,deltona,fl,28.9005446,-81.2636738,1599943591,389879082038460416,0,1
citystate,houston,tx,29.7632836,-95.3632715,85693000,389879080163622912,0,1
citystate,columbus,oh,39.9611755,-82.9987942,76239365,389879076300681216,0,1
citystate,greensboro,nc,36.0726355,-79.7919754,264568504,389879061155430400,0,1
citystate,chicago,il,41.850033,-87.6500523,93623412,389879060962111488,0,1
citystate,aiken,sc,33.5604168,-81.7195533,283201255,389879055920553985,0,1
knowncity,miami,unk,25.78,-80.22,291295567,389879035704385536,0,1
geo,unk,unk,32.40297745,-81.77002243,35864083,389879024056823808,0,1
geo,unk,unk,35.03787238,-85.25848009,531670981,389879021892538368,0,1
citystate,huntsville,tx,30.7235263,-95.5507771,632612921,389878966841929728,0,1
knowncity,houston,unk,29.76,-95.38,452614557,389878932436025344,0,1
citystate,chicago,il,41.850033,-87.6500523,552089083,389878925880352768,0,1
citystate,hampton,tn,36.2842787,-82.1726295,559004721,389878891227381760,0,1
knowncity,baton rouge,unk,30.45,-91.14,1472561348,389878886571728896,0,1
knowncity,chicago,unk,41.88,-87.62,73119600,389878872806023168,0,1
geo,unk,unk,32.9055294,-96.7136327,273471898,389878851460804608,0,1
citystate,miami,fl,25.7742658,-80.1936589,27655837,389878850832072704,0,1
geo,unk,unk,29.91715961,-95.68883185,206330242,389878814550941697,0,1
geo,unk,unk,25.45516714,-80.46019406,595955481,389878806296924161,0,1
geo,unk,unk,30.30193947,-93.21102857,1092372780,389878798172176384,0,1
citystate,orlando,fl,28.5383355,-81.3792365,521129548,389878777289113600,0,1
citystate,conroe,tx,30.3118769,-95.4560512,991552268,389878751837683712,0,1
citystate,spokane,wa,47.6587803,-117.4260466,272764618,389878746846470144,0,1
geo,unk,unk,32.51924589,-86.37328293,1370454846,389878745542426624,0,1
citystate,radom,il,38.2819943,-89.1922994,419719614,389878741922353152,0,1
citystate,beckley,wv,37.7781702,-81.1881557,1117513297,389878724201816064,0,1
citystate,mansfield,tx,32.5631924,-97.1416768,327206360,389878722578239488,0,1
geo,unk,unk,40.0052702,-83.0122178,374626903,389878720179494912,0,1
geo,unk,unk,38.92092855,-77.01795121,183899764,389878718380134400,0,1
citystate,benton harbor,mi,42.1167065,-86.4541894,84703166,389878712088272896,0,1
citystate,austin,tx,30.267153,-97.7430608,67079534,389878678395432960,0,1
geo,unk,unk,38.29434635,-85.62238247,335694259,389878647202402304,0,1
citystate,new orleans,la,29.9546482,-90.075072,9957262,389878643796623360,0,1
geo,unk,unk,39.34982596,-76.5123139,413588190,389878631323144192,0,1
geo,unk,unk,30.41187273,-95.45201395,256307164,389878625878556672,0,1
citystate,washington,dc,38.8951118,-77.0363658,51165086,389878612239056896,0,1
geo,unk,unk,30.44046739,-84.30014538,135015902,389878577669611520,0,1
citystate,keene,tx,32.3968092,-97.3239042,330038932,389878576591278080,0,1
geo,unk,unk,32.36261718,-86.29564136,81743369,389878574460964864,0,1
geo,unk,unk,30.4145923,-84.2654627,992149273,389878568337305600,0,1
citystate,irving,tx,32.8140177,-96.9488945,459489797,389878559738564610,0,1
citystate,savannah,ga,32.0835407,-81.0998342,27694316,389878556370939904,0,1
citystate,chicago,il,41.850033,-87.6500523,229286280,389878553493241858,0,1
citystate,austin,tx,30.267153,-97.7430608,67079534,389878530659479554,0,1
geo,unk,unk,32.51925875,-86.37325695,1370454846,389878524422942720,0,1
citystate,dallas,tx,32.7830556,-96.8066667,243479095,389878516105220096,0,1
citystate,charleston,sc,32.7765656,-79.9309216,478914251,389878516042723328,0,1
citystate,statesboro,ga,32.4487877,-81.7831674,568773111,389878515992371200,0,1
citystate,san marcos,tx,29.8832749,-97.9413941,25177160,389878513680908288,0,1
knowncity,new york city,unk,40.72,-74,256792737,389878510619475968,0,1
geo,unk,unk,35.72676989,-77.92523427,387770443,389878508794961920,0,1
citystate,san antonio,tx,29.4241219,-98.4936282,415218835,389878504218570753,0,1
citystate,jersey city,nj,40.7281575,-74.0776417,379346995,389878500057821184,0,1
citystate,greensboro,nc,36.0726355,-79.7919754,391071896,389878496555986944,0,1
geo,unk,unk,33.49751073,-86.80296532,557050439,389878495725494272,0,1
citystate,nacogdoches,tx,31.6035129,-94.6554874,96368872,389878481246367744,0,1
citystate,houston,tx,29.7632836,-95.3632715,143200050,389878463404183552,0,1
geo,unk,unk,39.71122529,-75.11924319,342890886,389878441237311488,0,1
citystate,indianapolis,in,39.7683765,-86.1580423,127920470,389878425177309184,0,1
geo,unk,unk,41.70381252,-86.51507669,505067021,389878424841383937,0,1
geo,unk,unk,36.30301258,-86.51651457,397729434,389878424581312513,0,1
citystate,lumberton,tx,30.2657655,-94.1996286,1265654736,389878416595369984,0,1
geo,unk,unk,41.45455987,-82.20195318,227560930,389878415806853120,0,1
geo,unk,unk,29.64872552,-82.35633024,25000779,389878398035587072,0,1
citystate,birmingham,al,33.5206608,-86.80249,188475578,389878389697683456,0,1
citystate,kissimmee,fl,28.2919557,-81.407571,81777658,389878386862329856,0,1
citystate,chester,va,37.3568157,-77.4416505,170896324,389878383464964096,0,1
knowncity,durham,unk,35.99,-78.91,441877135,389878372811423744,0,1
citystate,orlando,fl,28.5383355,-81.3792365,1601829086,389878362338238464,0,1
citystate,bishopville,sc,34.2182107,-80.2484056,254240940,389878354364489728,0,1
geo,unk,unk,33.77793627,-84.58989241,50548028,389878325574787072,0,1
citystate,atlanta,ga,33.7489954,-84.3879824,16279716,389878308286242816,0,1
geo,unk,unk,38.99316898,-76.94514901,295967751,389878305786429440,0,1
geo,unk,unk,40.80821126,-81.93950705,476394897,389878295417733120,0,1
citystate,austin,tx,30.267153,-97.7430608,522533775,389878290434899968,0,1
citystate,buffalo,ny,42.8864468,-78.8783689,169842870,389878288900190208,0,1
geo,unk,unk,27.30042675,-80.30499864,237477015,389878278619930624,0,1
knowncity,atlanta,unk,33.75,-84.39,974515033,389878261691736064,0,1
citystate,houston,tx,29.7632836,-95.3632715,313733079,389878255831896065,0,1
ut,unk,unk,40.677291,-73.727661,76517671,389878253835784192,0,1
knowncity,miami,unk,25.78,-80.22,42301299,389878235997040641,0,1
citystate,milwaukee,wi,43.0389025,-87.9064736,417627511,389878222789570561,0,1
citystate,houston,tx,29.7632836,-95.3632715,559624402,389878218808774656,0,1
citystate,taylor,tx,30.5707551,-97.4094438,442463307,389878217189752832,0,1
citystate,camden,nj,39.9259463,-75.1196199,235221763,389878213796962304,0,1
citystate,sylvan springs,al,33.5156628,-87.0149948,327471517,389878208507936768,0,1
geo,unk,unk,49.8855079,-97.1734312,279377233,389878206687232000,0,1
citystate,savannah,ga,32.0835407,-81.0998342,431987630,389878171656790016,0,1
knowncity,detroit,unk,42.33,-83.05,437162107,389878168779104256,0,1
knowncity,charlotte,unk,35.23,-80.84,31554030,389878159233265664,0,1
citystate,mullins,sc,34.2057166,-79.2544902,387967661,389878138919849985,0,1
citystate,guthrie,ky,36.6483777,-87.1663917,360840002,389878135325327360,0,1
citystate,tallahassee,fl,30.4382559,-84.2807329,58706298,389878126412828672,0,1
geo,unk,unk,33.75245205,-84.41316439,32594494,389878124064026625,0,1
geo,unk,unk,33.8037275,-84.2096344,54814220,389878104417525760,0,1
citystate,san antonio,tx,29.4241219,-98.4936282,608987417,389878097119813632,0,1
citystate,jackson,ms,32.2987573,-90.1848103,15498964,389878094926184448,0,1
geo,unk,unk,35.94164182,-83.98277417,313705481,389878078433804288,0,1
knowncity,atlanta,unk,33.75,-84.39,148137648,389878077343682560,0,1
geo,unk,unk,30.22169947,-81.55980066,34054303,389878046649745408,0,1
citystate,el paso,tx,31.7587198,-106.4869314,1422479268,389878018035834880,0,1
citystate,charlotte,nc,35.2270869,-80.8431268,317477814,389878016500719616,0,1
citystate,columbus,oh,39.9611755,-82.9987942,103424793,389878011429797888,0,1
citystate,llano,tx,30.7593452,-98.6750379,758202421,389878008451842048,0,1
citystate,baltimore,md,39.2903848,-76.6121893,40567325,389878006749335552,0,1
geo,unk,unk,29.77237095,-94.99374362,1112793914,389878002961510400,0,1
citystate,tucson,az,32.2217429,-110.926479,34613879,389877989564874752,0,1
citystate,ocean springs,ms,30.4113097,-88.8278058,66257574,389877986159497216,0,1
citystate,indianapolis,in,39.7683765,-86.1580423,17924258,389877985488416769,0,1
geo,unk,unk,39.34979834,-76.5123756,413588190,389877984204955649,0,1
geo,unk,unk,29.55339796,-98.32379663,1700219204,389877983927746560,0,1
citystate,lubbock,tx,33.5778631,-101.8551665,347263667,389877969205727232,0,1
knowncity,nyc,unk,40.72,-74,150512060,389877966328827904,0,1
citystate,san antonio,tx,29.4241219,-98.4936282,259417346,389877945252065280,0,1
citystate,richmond,va,37.5537575,-77.4602617,16435940,389877907147227136,0,1
citystate,charlotte,nc,35.2270869,-80.8431268,359744833,389877904563511296,0,1
citystate,fort worth,tx,32.725409,-97.3208496,860582382,389877896417800192,0,1
citystate,collinsville,ms,32.4979183,-88.8458832,1591883886,389877873274028032,0,1
citystate,clemson,sc,34.6834382,-82.8373654,592717675,389877871176871936,0,1
citystate,orlando,fl,28.5383355,-81.3792365,1447121995,389877852398575616,0,1
geo,unk,unk,41.08356014,-73.86099748,267484305,389877850465394688,0,1
knowncity,houston,unk,29.76,-95.38,336091313,389877848288161792,0,1
citystate,raleigh,nc,35.772096,-78.6386145,15001074,389877839216246785,0,1
knowncity,miami,unk,25.78,-80.22,46823597,389877837429477377,0,1
geo,unk,unk,33.01992495,-80.06183475,17009607,389877836783575040,0,1
citystate,beaumont,tx,30.0860459,-94.1018461,236092886,389877826087710720,0,1
citystate,austin,tx,30.267153,-97.7430608,67079534,389877819435528192,0,1
citystate,galveston,tx,29.3013889,-94.7977778,245567420,389877813429673984,0,1
citystate,new orleans,la,29.9546482,-90.075072,37948428,389877808240918528,0,1
citystate,terry,ms,32.0962633,-90.2942566,103191755,389877804319662080,0,1
citystate,bardstown,ky,37.8092279,-85.4669025,830218561,389877795976794113,0,1
citystate,ocala,fl,29.1871986,-82.1400923,747199628,389877776783663104,0,1
citystate,tuscaloosa,al,33.2098407,-87.5691735,850472898,389877775550926848,0,1
geo,unk,unk,34.8830035,-79.2209452,479201094,389877769603403776,0,1
knowncity,new orleans,unk,29.97,-90.05,97803233,389877759406653440,0,1
geo,unk,unk,29.9655514,-90.1105457,33315561,389877746790178816,0,1
citystate,baltimore,md,39.2903848,-76.6121893,183473830,389877739970625537,0,1
citystate,houston,tx,29.7632836,-95.3632715,316174727,389877735427813376,0,1
geo,unk,unk,34.50320138,-82.59498049,340148598,389877730378264576,0,1
citystate,fort worth,tx,32.725409,-97.3208496,44503388,389877717141041152,0,1
geo,unk,unk,40.32992047,-80.09133074,577707592,389877697234890753,0,1
citystate,morgan city,la,29.6993748,-91.20677,55280934,389877696571781121,0,1
geo,unk,unk,32.56804097,-96.96641187,636314393,389877695753908225,0,1
geo,unk,unk,33.44655118,-88.79276564,291956250,389877691576770560,0,1
citystate,orlando,fl,28.5383355,-81.3792365,319382824,389877680549933056,0,1
citystate,dallas,tx,32.7830556,-96.8066667,279250926,389877628473462784,0,1
citystate,norfolk,va,36.8468146,-76.2852183,80241781,389877616649715712,0,1
geo,unk,unk,35.13731893,-80.94077124,20066072,389877615479521280,0,1
citystate,austin,tx,30.267153,-97.7430608,324058932,389877591131586560,0,1
citystate,savannah,ga,32.0835407,-81.0998342,44991440,389877586010324992,0,1
ut,unk,unk,43.177555,-88.023484,136260780,389877583707246592,0,1
citystate,cutoff,la,29.9179823,-89.9778468,333592781,389877581387812864,0,1
knowncity,indianapolis,unk,39.79,-86.14,176325093,389877574047780864,0,1
citystate,villa rica,ga,33.732052,-84.9191081,39322779,389877534978215937,0,1
citystate,kingsville,tx,27.5158689,-97.856109,380617621,389877534847807488,0,1
citystate,duval,fl,30.4849603,-81.6217629,175402847,389877532452859905,0,1
geo,unk,unk,34.7556127,-87.64729746,123718080,389877532344209409,0,1
geo,unk,unk,33.5413323,-80.923356,528872570,389877530695847936,0,1
knowncity,houston,unk,29.76,-95.38,1940845952,389877529726947328,0,1
citystate,orlando,fl,28.5383355,-81.3792365,305548235,389877513247547392,0,1
knowncity,dallas,unk,32.78,-96.8,315891773,389877502153207808,0,1
knowncity,chicago,unk,41.88,-87.62,321195544,389877493714259968,0,1
citystate,pflugerville,tx,30.4393696,-97.6200043,396936762,389877465058783232,0,1
knowncity,boston,unk,42.35,-71.06,188213106,389877437657784321,0,1
citystate,burke,va,38.7934466,-77.2716505,383534540,389877436797968384,0,1
citystate,louisville,ky,38.2542376,-85.759407,216197097,389877425070702592,0,1
citystate,pineville,la,31.3224044,-92.4343035,413601740,389877410922893313,0,1
citystate,shelby,nc,35.2923513,-81.5356463,704203506,389877407966310400,0,1
geo,unk,unk,29.57704692,-95.53809249,301239085,389877406766354432,0,1
knowncity,atl,unk,33.75,-84.39,26268688,389877379285274624,0,1
citystate,lumberton,tx,30.2657655,-94.1996286,445284744,389877369181192192,0,1
geo,unk,unk,32.720322,-96.279693,324786848,389877368845631489,0,1
geo,unk,unk,25.77954765,-80.23525036,171495068,389877357286539264,0,1
citystate,bonaire,ga,32.5437575,-83.5960162,543699717,389877355617198080,0,1
geo,unk,unk,25.97592457,-80.22102163,79471808,389877355000639488,0,1
geo,unk,unk,33.63615346,-112.39188017,210279267,389877345634353152,0,1
geo,unk,unk,39.9190617,-75.2240329,909201895,389877331617411072,0,1
citystate,chester,pa,39.849557,-75.3557458,251214314,389877330384269313,0,1
citystate,atlanta,ga,33.7489954,-84.3879824,101649411,389877329830633472,0,1
citystate,boston,ma,42.3584308,-71.0597732,515968007,389877317881040896,0,1
citystate,jacksonville,fl,30.3321838,-81.655651,171749693,389877315385446400,0,1
geo,unk,unk,29.68050303,-95.68456289,324296787,389877297001824256,0,1
citystate,macon,ga,32.8406946,-83.6324022,626204892,389877290676789248,0,1
citystate,new orleans,la,29.9546482,-90.075072,302727022,389877287392247809,0,1
geo,unk,unk,39.76972679,-86.03178433,338509799,389877282283606016,0,1
citystate,detroit,mi,42.331427,-83.0457538,168915409,389877274310230016,0,1
knowncity,indianapolis,unk,39.79,-86.14,113510345,389877269981696001,0,1
citystate,chapel hill,nc,35.9131996,-79.0558445,18753095,389877266630856704,0,1
citystate,new orleans,la,29.9546482,-90.075072,142385481,389877263090458625,0,1
citystate,santa maria,tx,26.0786883,-97.8494421,571939351,389877255930798080,0,1
citystate,cinnaminson,nj,39.9967789,-74.99267,247835692,389877247601291264,0,1
citystate,houston,tx,29.7632836,-95.3632715,132680984,389877237387759616,0,1
citystate,farmingdale,ny,41.4003715,-74.2362602,70459505,389877236872253440,0,1
geo,unk,unk,33.75910101,-84.38122656,742918525,389877199144509440,0,1
geo,unk,unk,29.97286228,-90.09871636,26385123,389877195298308097,0,1
citystate,charlotte,nc,35.2270869,-80.8431268,409578031,389877185491640320,0,1
citystate,bradenton,fl,27.4989278,-82.5748194,873672715,389877178856247297,0,1
geo,unk,unk,29.56994157,-98.32721226,1551575922,389877163257643008,0,1
citystate,pawleys island,sc,33.4332236,-79.1214313,867102282,389877162855395328,0,1
citystate,hoover,al,34.8553663,-86.7355541,29883346,389877162641469440,0,1
citystate,wyoming,mi,47.4176892,-88.082606,36795180,389877148124983296,0,1
geo,unk,unk,34.2617804,-78.0353379,254657718,389877141669552129,0,1
citystate,scottsdale,az,33.5092103,-111.8990327,20293641,389877125919944704,0,1
citystate,houston,tx,29.7632836,-95.3632715,400483319,389877113471246336,0,1
geo,unk,unk,31.27711,-86.25214,289406309,389877113442291713,0,1
knowncity,philly,unk,39.95,-75.17,277114003,389877110359457793,0,1
citystate,buffalo,ny,42.8864468,-78.8783689,448390419,389877105825415168,0,1
citystate,atlanta,ga,33.7489954,-84.3879824,84090118,389877102641938432,0,1
knowncity,atl ga,unk,33.75,-84.39,282216656,389877099978186752,0,1
geo,unk,unk,37.07794895,-88.68473304,80720469,389877099130941440,0,1
geo,unk,unk,29.68053006,-95.68440637,324296787,389877087282413568,0,1
citystate,charleston,sc,32.7765656,-79.9309216,412949627,389877076343668736,0,1
knowncity,chicago,unk,41.88,-87.62,172663524,389877074715881472,0,1
geo,unk,unk,33.75910101,-84.38122656,742918525,389877071012716544,0,1
citystate,pontiac,mi,42.6389216,-83.2910468,273654478,389877065065197568,0,1
citystate,lufkin,tx,31.3382406,-94.729097,1599583820,389877051949203456,0,1
knowncity,new orleans,unk,29.97,-90.05,310599809,389877048639889408,0,1
knowncity,nashville,unk,36.17,-86.78,35818208,389877034664472576,0,1
citystate,chicago,il,41.850033,-87.6500523,169858403,389876984739659776,0,1
geo,unk,unk,34.68114793,-79.20867551,1271230266,389876975428702208,0,1
knowncity,grand rapids,unk,42.96,-85.66,1880427524,389876963021565952,0,1
